text,intent
what's a good blouse to wear with pink shoes,unknown
tell me the amount of gas i have,unknown
i'm looking for a roundtrip flight from afw to dgb for tomorrow until next week,action-item
"Sometimes what's the point of life, anyways",emotional-support
Recently why do you think we're here,emotional-support
where did your parents have you,small-talk
I feel what is behind life's meaning,emotional-support
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",action-item
i'd like you to address me as lord snugglebottom,small-talk
what is the expiration month of my card,unknown
are there any shots i should get before going to south africa,unknown
delete ice cream from my shopping list,action-item
what's the funniest joke you know,small-talk
Today can you share the meaning of life,emotional-support
i want to know when is the next holiday here,unknown
can i set up mobile deposits,unknown
what's happening,small-talk
"can you tell me, what is the meaning of life",emotional-support
Today do you know the deeper meaning of life,emotional-support
Recently do you think being alive has any meaning,emotional-support
find me a room near the jacksonville stadium between january 1st through january 3rd,action-item
hola,small-talk
i am in need of my w2 for tax reasons; provide me where to get it,unknown
yes that's correct,unknown
please identify the name of the creator of this ai,small-talk
Today is being alive the meaning of life,emotional-support
tell me what ten pounds in kilos is,unknown
merci beaucoup,small-talk
10 minutes is what the timer should be set at,reminder
speak slower please,unknown
may i suggest we put paper towels on my list for shopping,action-item
what does life mean on a deeper level,emotional-support
blank out my todo list,unknown
cancel my reservation for dinner,unknown
what would five pounds be in kilos,unknown
"Honestly, is there any consensun regarding lifes true meaning",emotional-support
i need to transfer from this account to that one,action-item
Today tell me your thoughts about the meaning of life,emotional-support
for march 1 to 2 make a pto request for me,reminder
i am grateful for the help,small-talk
add my doctor appointment on march 25th at 3:00 to my calendar,reminder
i need an uber to take me to the mall,unknown
would you give me available flights out of dallas to miami on june 8 for under $340,action-item
how does one go about putting in a vacation request,reminder
i want to hear a joke that’s funny,small-talk
I feel how is life in existence,emotional-support
i need a reminder to alert me to wish my mom a happy birthday,unknown
please find out how many of my vacation days i have spent,unknown
can you put in a pto request for march 4 to march 6 for me,reminder
I feel can you tell me what the meaning of life is,emotional-support
i just flew in on american airlines flight ab123 from chicago and can't find my luggage,unknown
how much is my gas bill,unknown
louder please,unknown
i must know who programmed you,small-talk
replace my language to chinese,action-item
start whisper mode,unknown
later gater,small-talk
inform me the lowest amount i can pay for my cable bill,unknown
"ai, how are you doing",small-talk
how many vacation days do i have for the year,unknown
how do i switch to a new insurance plan,unknown
i need to know when my card is set to expire please,unknown
i will be speaking chinese going forward,action-item
i need to set a timer,reminder
help me transfer $100 from my checking to saving account,action-item
clear my calendar for may 3rd,reminder
i am camile,small-talk
good bye my friend,small-talk
is there an open meeting room between 2 and 4,reminder
take my dinner plans off my calendar for tomorrow,reminder
i need to book a hotel room or suite for 2 adults and 2 children in orlando for july 1st through 5th,action-item
"Honestly, what's the meaning of this life",emotional-support
"Sometimes could you tell me the meaning of life, please",emotional-support
alert my bank and tell them that i'm travelling to paris,unknown
do i have anything on my todo list about shoveling snow,action-item
how would i say what is your name if i were french,action-item
what country are you from,small-talk
"Honestly, what's the point of this dumpster fire known as life",emotional-support
i can't seem to find my phone,action-item
i need to report that my dog chewed up my card,unknown
where was it you were born,small-talk
find me round trip flights out of lax to sfox,action-item
you need to respond to a new name called joey,unknown
wassup,small-talk
send 20 dollars from savings to checking,action-item
my name's frank,small-talk
