text,intent
would you be willing to add bread to my shopping list if i haven't already,action-item
could you tell me what fun tourist things i could do in tokyo,unknown
what’s your favorite funny joke,small-talk
rent a car for 3/1 through 3/3 in boston; i'd prefer an suv,unknown
"when you were a child, where did you live",small-talk
"filp a coin, i call heads",unknown
who made the ai,small-talk
is there enough money in my bank of hawaii for vacation,unknown
are more than one carry on allowed at klm,unknown
do you know any good jokes you would like to share,small-talk
please add bananas to my shopping list unless i already did,action-item
calorie count of cheetos,unknown
i would like to make a pto request for july 17th and 18th,reminder
can you get me a table for 2 at diablo,action-item
how long can i store eggs in the fridge,unknown
text my friend for me and tell them to meet me later,unknown
set an alarm,reminder
can you translate bowl into russian for me,action-item
i would like to change my insurance from a ppo to an hmo plan,unknown
what types of things can i ask the ai,small-talk
where do you originate from,small-talk
what is a good chemistry experiment to learn from,unknown
tell me who made you please,small-talk
italy is in what timezone,unknown
clear my calendar for this friday,reminder
buy a flight from phoenix to el paso on august 30 that returns on labor day,action-item
how do i set a timer,reminder
go ahead and delete the doctor appointment i have scheduled for monday,reminder
i don't know how to spell mississippi,unknown
who were you made by,small-talk
can i substitute milk for water,unknown
initiate a new alarm please,reminder
i need to know how to make a vacation request,reminder
please set a meeting with nancy at 4 pm,reminder
salutations!,small-talk
it was great chatting with you,small-talk
where do i have to be on 12/03/2019,reminder
would it be possible to make a pto request for january 15th and 16th,reminder
is mr ceo waiting me now,unknown
are there any events on my calendar for january 1st,reminder
what do i have going on for 12/03/2019,reminder
please book an uber for chima's,unknown
what country are you from,small-talk
i need an alarm set now,reminder
is the breakfast place full in the mornings,unknown
i need to quick dinner suggestions,unknown
give me instructions to change my oil,unknown
have you heard any great jokes lately,small-talk
can you tell me your place of origin,small-talk
tell me what is the purpose of life,emotional-support
"when taking a flight with porter to toronto, how many carry ons can i take",unknown
find out where one can get involved in discussing local election issues,unknown
please set an alarm,reminder
find me a hotel in seattle with great reviews,action-item
"thank you for chatting with me, bye",small-talk
any pets in your household,unknown
i would like to know how to make a vacation request,reminder
can you cancel improv class from my calendar for may 7th,reminder
"ai, i lost my phone, help me find it please",action-item
can you tell me if there is anything on my todo list,action-item
when will i be getting my next paycheck,unknown
complete a transaction from savings to checking of $20000,action-item
i need instructions to walk me through jump starting my car,unknown
"nice talk, talk to you later",small-talk
play me some music,unknown
401k rollover help,unknown
what is my checking account balance at chase,unknown
make a new alarm,reminder
"where did you come from, originally",small-talk
thank you for your assistance,small-talk
i am david,small-talk
please cancel my reservation,unknown
you were made where,small-talk
check meeting room availability between one and three pm,reminder
move 57 dollars from saving into mom,action-item
can you look up grocery coupons for me,unknown
what have i got planned for the date of april 23,reminder
i have to transfer from one account to my other one,action-item
"how is the traffic normally driving into downtown washington, dc, from baltimore at 4:00 pm",unknown
what does my gas meter say,unknown
i need an airline ticket for a round trip flight from philadelphia to atlanta for the dates of june 5 - 8,action-item
what date were you created on,unknown
give ann and scott my location,unknown
list roundtrip flights available from dallas to los angeles from march 2 to march 10,action-item
your answer was good,small-talk
can i speak spanish to you hombre,action-item
i need a timer to be set,reminder
"book a flight from key west, fl to san antonio, tx on 18 february 2019 and returning on 5 march 2019",action-item
play some music for me,unknown
tell me what is on my calendar for march 2,reminder
this was a nice conversation,small-talk
what kind of traffic is on hwy 1 going to the downtown area right now,unknown
how do you say please in french,action-item
